HourUTC;School_holiday;Weekend;Week_day;Working_hours;Winter;Spring;Summer;Autumn;Holiday;Daylight_hours;Mean_temp
28/07/2023 10.00;1;0;1;1;0;0;1;0;0;16,343775;18,9
28/07/2023 09.00;1;0;1;1;0;0;1;0;0;16,343775;18,2
28/07/2023 08.00;1;0;1;0;0;0;1;0;0;16,343775;0
28/07/2023 07.00;1;0;1;0;0;0;1;0;0;16,343775;0
28/07/2023 06.00;1;0;1;0;0;0;1;0;0;16,343775;0
28/07/2023 05.00;1;0;1;0;0;0;1;0;0;16,343775;8,3
28/07/2023 04.00;1;0;1;0;0;0;1;0;0;16,343775;6,9
28/07/2023 03.00;1;0;1;0;0;0;1;0;0;16,343775;7,6
28/07/2023 02.00;1;0;1;0;0;0;1;0;0;16,343775;9
28/07/2023 01.00;1;0;1;0;0;0;1;0;0;16,343775;0
28/07/2023 00.00;1;0;1;0;0;0;1;0;0;16,343775;10,2
27/07/2023 23.00;1;0;1;0;0;0;1;0;0;16,404787;0
27/07/2023 22.00;1;0;1;0;0;0;1;0;0;16,404787;0
27/07/2023 21.00;1;0;1;0;0;0;1;0;0;16,404787;0
27/07/2023 20.00;1;0;1;0;0;0;1;0;0;16,404787;0
27/07/2023 19.00;1;0;1;0;0;0;1;0;0;16,404787;0
27/07/2023 18.00;1;0;1;0;0;0;1;0;0;16,404787;0
27/07/2023 17.00;1;0;1;0;0;0;1;0;0;16,404787;0
27/07/2023 16.00;1;0;1;0;0;0;1;0;0;16,404787;0
27/07/2023 15.00;1;0;1;1;0;0;1;0;0;16,404787;18,9
27/07/2023 14.00;1;0;1;1;0;0;1;0;0;16,404787;0
27/07/2023 13.00;1;0;1;1;0;0;1;0;0;16,404787;18,3
27/07/2023 12.00;1;0;1;1;0;0;1;0;0;16,404787;18,2
27/07/2023 11.00;1;0;1;1;0;0;1;0;0;16,404787;0
27/07/2023 10.00;1;0;1;1;0;0;1;0;0;16,404787;16,5
27/07/2023 09.00;1;0;1;1;0;0;1;0;0;16,404787;0
27/07/2023 08.00;1;0;1;0;0;0;1;0;0;16,404787;14,4
27/07/2023 07.00;1;0;1;0;0;0;1;0;0;16,404787;0
27/07/2023 06.00;1;0;1;0;0;0;1;0;0;16,404787;10,9
27/07/2023 05.00;1;0;1;0;0;0;1;0;0;16,404787;9,8
27/07/2023 04.00;1;0;1;0;0;0;1;0;0;16,404787;0
27/07/2023 03.00;1;0;1;0;0;0;1;0;0;16,404787;10,2
27/07/2023 02.00;1;0;1;0;0;0;1;0;0;16,404787;0
27/07/2023 01.00;1;0;1;0;0;0;1;0;0;16,404787;10,6
27/07/2023 00.00;1;0;1;0;0;0;1;0;0;16,404787;10,9
26/07/2023 23.00;1;0;1;0;0;0;1;0;0;16,464867;0
26/07/2023 22.00;1;0;1;0;0;0;1;0;0;16,464867;0
26/07/2023 21.00;1;0;1;0;0;0;1;0;0;16,464867;0
26/07/2023 20.00;1;0;1;0;0;0;1;0;0;16,464867;0
26/07/2023 19.00;1;0;1;0;0;0;1;0;0;16,464867;0
26/07/2023 18.00;1;0;1;0;0;0;1;0;0;16,464867;0
26/07/2023 17.00;1;0;1;0;0;0;1;0;0;16,464867;0
26/07/2023 16.00;1;0;1;0;0;0;1;0;0;16,464867;0
26/07/2023 15.00;1;0;1;1;0;0;1;0;0;16,464867;0
26/07/2023 14.00;1;0;1;1;0;0;1;0;0;16,464867;0
26/07/2023 13.00;1;0;1;1;0;0;1;0;0;16,464867;0
26/07/2023 12.00;1;0;1;1;0;0;1;0;0;16,464867;0
26/07/2023 11.00;1;0;1;1;0;0;1;0;0;16,464867;12,2
26/07/2023 10.00;1;0;1;1;0;0;1;0;0;16,464867;12,4
26/07/2023 09.00;1;0;1;1;0;0;1;0;0;16,464867;12,9
26/07/2023 08.00;1;0;1;0;0;0;1;0;0;16,464867;0
26/07/2023 07.00;1;0;1;0;0;0;1;0;0;16,464867;12,2
26/07/2023 06.00;1;0;1;0;0;0;1;0;0;16,464867;10,4
26/07/2023 05.00;1;0;1;0;0;0;1;0;0;16,464867;0
26/07/2023 04.00;1;0;1;0;0;0;1;0;0;16,464867;9,1
26/07/2023 03.00;1;0;1;0;0;0;1;0;0;16,464867;9,2
26/07/2023 02.00;1;0;1;0;0;0;1;0;0;16,464867;9,2
26/07/2023 01.00;1;0;1;0;0;0;1;0;0;16,464867;9,3
26/07/2023 00.00;1;0;1;0;0;0;1;0;0;16,464867;9,2
25/07/2023 23.00;1;0;1;0;0;0;1;0;0;16,523976;0
25/07/2023 22.00;1;0;1;0;0;0;1;0;0;16,523976;0
25/07/2023 21.00;1;0;1;0;0;0;1;0;0;16,523976;0
25/07/2023 20.00;1;0;1;0;0;0;1;0;0;16,523976;0
25/07/2023 19.00;1;0;1;0;0;0;1;0;0;16,523976;0
25/07/2023 18.00;1;0;1;0;0;0;1;0;0;16,523976;0
25/07/2023 17.00;1;0;1;0;0;0;1;0;0;16,523976;0
25/07/2023 16.00;1;0;1;0;0;0;1;0;0;16,523976;0
25/07/2023 15.00;1;0;1;1;0;0;1;0;0;16,523976;0
25/07/2023 14.00;1;0;1;1;0;0;1;0;0;16,523976;0
25/07/2023 13.00;1;0;1;1;0;0;1;0;0;16,523976;14,8
25/07/2023 12.00;1;0;1;1;0;0;1;0;0;16,523976;0
25/07/2023 11.00;1;0;1;1;0;0;1;0;0;16,523976;0
25/07/2023 10.00;1;0;1;1;0;0;1;0;0;16,523976;0
25/07/2023 09.00;1;0;1;1;0;0;1;0;0;16,523976;15,3
25/07/2023 08.00;1;0;1;0;0;0;1;0;0;16,523976;14,3
25/07/2023 07.00;1;0;1;0;0;0;1;0;0;16,523976;13,2
25/07/2023 06.00;1;0;1;0;0;0;1;0;0;16,523976;0
25/07/2023 05.00;1;0;1;0;0;0;1;0;0;16,523976;10,8
25/07/2023 04.00;1;0;1;0;0;0;1;0;0;16,523976;9,6
25/07/2023 03.00;1;0;1;0;0;0;1;0;0;16,523976;9,5
25/07/2023 02.00;1;0;1;0;0;0;1;0;0;16,523976;9,7
25/07/2023 01.00;1;0;1;0;0;0;1;0;0;16,523976;10,3
25/07/2023 00.00;1;0;1;0;0;0;1;0;0;16,523976;10,9
24/07/2023 23.00;1;0;1;0;0;0;1;0;0;16,582072;0
24/07/2023 22.00;1;0;1;0;0;0;1;0;0;16,582072;0
24/07/2023 21.00;1;0;1;0;0;0;1;0;0;16,582072;0
24/07/2023 20.00;1;0;1;0;0;0;1;0;0;16,582072;0
24/07/2023 19.00;1;0;1;0;0;0;1;0;0;16,582072;0
24/07/2023 18.00;1;0;1;0;0;0;1;0;0;16,582072;0
24/07/2023 17.00;1;0;1;0;0;0;1;0;0;16,582072;0
24/07/2023 16.00;1;0;1;0;0;0;1;0;0;16,582072;0
24/07/2023 15.00;1;0;1;1;0;0;1;0;0;16,582072;0
24/07/2023 14.00;1;0;1;1;0;0;1;0;0;16,582072;0
24/07/2023 13.00;1;0;1;1;0;0;1;0;0;16,582072;0
24/07/2023 12.00;1;0;1;1;0;0;1;0;0;16,582072;18,1
24/07/2023 11.00;1;0;1;1;0;0;1;0;0;16,582072;17,3
24/07/2023 10.00;1;0;1;1;0;0;1;0;0;16,582072;16,7
24/07/2023 09.00;1;0;1;1;0;0;1;0;0;16,582072;16,3
24/07/2023 08.00;1;0;1;0;0;0;1;0;0;16,582072;14,8
24/07/2023 07.00;1;0;1;0;0;0;1;0;0;16,582072;13,9
24/07/2023 06.00;1;0;1;0;0;0;1;0;0;16,582072;14,1
24/07/2023 05.00;1;0;1;0;0;0;1;0;0;16,582072;0
24/07/2023 04.00;1;0;1;0;0;0;1;0;0;16,582072;0
24/07/2023 03.00;1;0;1;0;0;0;1;0;0;16,582072;14,2
24/07/2023 02.00;1;0;1;0;0;0;1;0;0;16,582072;14,3
24/07/2023 01.00;1;0;1;0;0;0;1;0;0;16,582072;14,2
24/07/2023 00.00;1;0;1;0;0;0;1;0;0;16,582072;14,8
23/07/2023 23.00;1;1;0;0;0;0;1;0;0;16,639111;0
23/07/2023 22.00;1;1;0;0;0;0;1;0;0;16,639111;0
23/07/2023 21.00;1;1;0;0;0;0;1;0;0;16,639111;14,9
23/07/2023 20.00;1;1;0;0;0;0;1;0;0;16,639111;0
23/07/2023 19.00;1;1;0;0;0;0;1;0;0;16,639111;0
23/07/2023 18.00;1;1;0;0;0;0;1;0;0;16,639111;0
23/07/2023 17.00;1;1;0;0;0;0;1;0;0;16,639111;0
23/07/2023 16.00;1;1;0;0;0;0;1;0;0;16,639111;0
23/07/2023 15.00;1;1;0;0;0;0;1;0;0;16,639111;14,5
23/07/2023 14.00;1;1;0;0;0;0;1;0;0;16,639111;0
23/07/2023 13.00;1;1;0;0;0;0;1;0;0;16,639111;14,5
23/07/2023 12.00;1;1;0;0;0;0;1;0;0;16,639111;0
23/07/2023 11.00;1;1;0;0;0;0;1;0;0;16,639111;14,3
23/07/2023 10.00;1;1;0;0;0;0;1;0;0;16,639111;0
23/07/2023 09.00;1;1;0;0;0;0;1;0;0;16,639111;0
23/07/2023 08.00;1;1;0;0;0;0;1;0;0;16,639111;12,7
23/07/2023 07.00;1;1;0;0;0;0;1;0;0;16,639111;0
23/07/2023 06.00;1;1;0;0;0;0;1;0;0;16,639111;11,6
23/07/2023 05.00;1;1;0;0;0;0;1;0;0;16,639111;11
23/07/2023 04.00;1;1;0;0;0;0;1;0;0;16,639111;10,7
23/07/2023 03.00;1;1;0;0;0;0;1;0;0;16,639111;10,7
23/07/2023 02.00;1;1;0;0;0;0;1;0;0;16,639111;10,7
23/07/2023 01.00;1;1;0;0;0;0;1;0;0;16,639111;10,7
23/07/2023 00.00;1;1;0;0;0;0;1;0;0;16,639111;10,7
22/07/2023 23.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 22.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 21.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 20.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 19.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 18.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 17.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 16.00;1;1;0;0;0;0;1;0;0;16,695051;16
22/07/2023 15.00;1;1;0;0;0;0;1;0;0;16,695051;15,5
22/07/2023 14.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 13.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 12.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 11.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 10.00;1;1;0;0;0;0;1;0;0;16,695051;15
22/07/2023 09.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 08.00;1;1;0;0;0;0;1;0;0;16,695051;12,3
22/07/2023 07.00;1;1;0;0;0;0;1;0;0;16,695051;12,6
22/07/2023 06.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 05.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 04.00;1;1;0;0;0;0;1;0;0;16,695051;7,3
22/07/2023 03.00;1;1;0;0;0;0;1;0;0;16,695051;7,6
22/07/2023 02.00;1;1;0;0;0;0;1;0;0;16,695051;0
22/07/2023 01.00;1;1;0;0;0;0;1;0;0;16,695051;9
22/07/2023 00.00;1;1;0;0;0;0;1;0;0;16,695051;9,7
21/07/2023 23.00;1;0;1;0;0;0;1;0;0;16,749847;10,3
21/07/2023 22.00;1;0;1;0;0;0;1;0;0;16,749847;10,8
21/07/2023 21.00;1;0;1;0;0;0;1;0;0;16,749847;11
21/07/2023 20.00;1;0;1;0;0;0;1;0;0;16,749847;0
21/07/2023 19.00;1;0;1;0;0;0;1;0;0;16,749847;0
21/07/2023 18.00;1;0;1;0;0;0;1;0;0;16,749847;0
21/07/2023 17.00;1;0;1;0;0;0;1;0;0;16,749847;0
21/07/2023 16.00;1;0;1;0;0;0;1;0;0;16,749847;0
21/07/2023 15.00;1;0;1;1;0;0;1;0;0;16,749847;0
21/07/2023 14.00;1;0;1;1;0;0;1;0;0;16,749847;15,4
21/07/2023 13.00;1;0;1;1;0;0;1;0;0;16,749847;0
21/07/2023 12.00;1;0;1;1;0;0;1;0;0;16,749847;0
21/07/2023 11.00;1;0;1;1;0;0;1;0;0;16,749847;14,4
21/07/2023 10.00;1;0;1;1;0;0;1;0;0;16,749847;0
21/07/2023 09.00;1;0;1;1;0;0;1;0;0;16,749847;0
21/07/2023 08.00;1;0;1;0;0;0;1;0;0;16,749847;13,5
21/07/2023 07.00;1;0;1;0;0;0;1;0;0;16,749847;11,8
21/07/2023 06.00;1;0;1;0;0;0;1;0;0;16,749847;0
21/07/2023 05.00;1;0;1;0;0;0;1;0;0;16,749847;10
21/07/2023 04.00;1;0;1;0;0;0;1;0;0;16,749847;0
21/07/2023 03.00;1;0;1;0;0;0;1;0;0;16,749847;8,7
21/07/2023 02.00;1;0;1;0;0;0;1;0;0;16,749847;0
21/07/2023 01.00;1;0;1;0;0;0;1;0;0;16,749847;8,8
21/07/2023 00.00;1;0;1;0;0;0;1;0;0;16,749847;10,1
20/07/2023 23.00;1;0;1;0;0;0;1;0;0;16,803453;10,5
20/07/2023 22.00;1;0;1;0;0;0;1;0;0;16,803453;0
20/07/2023 21.00;1;0;1;0;0;0;1;0;0;16,803453;0
20/07/2023 20.00;1;0;1;0;0;0;1;0;0;16,803453;0
20/07/2023 19.00;1;0;1;0;0;0;1;0;0;16,803453;0
20/07/2023 18.00;1;0;1;0;0;0;1;0;0;16,803453;0
20/07/2023 17.00;1;0;1;0;0;0;1;0;0;16,803453;0
20/07/2023 16.00;1;0;1;0;0;0;1;0;0;16,803453;0
20/07/2023 15.00;1;0;1;1;0;0;1;0;0;16,803453;0
20/07/2023 14.00;1;0;1;1;0;0;1;0;0;16,803453;15,5
20/07/2023 13.00;1;0;1;1;0;0;1;0;0;16,803453;0
20/07/2023 12.00;1;0;1;1;0;0;1;0;0;16,803453;0
20/07/2023 11.00;1;0;1;1;0;0;1;0;0;16,803453;14
20/07/2023 10.00;1;0;1;1;0;0;1;0;0;16,803453;13
20/07/2023 09.00;1;0;1;1;0;0;1;0;0;16,803453;0
20/07/2023 08.00;1;0;1;0;0;0;1;0;0;16,803453;0
20/07/2023 07.00;1;0;1;0;0;0;1;0;0;16,803453;0
20/07/2023 06.00;1;0;1;0;0;0;1;0;0;16,803453;0
20/07/2023 05.00;1;0;1;0;0;0;1;0;0;16,803453;9,8
20/07/2023 04.00;1;0;1;0;0;0;1;0;0;16,803453;0
20/07/2023 03.00;1;0;1;0;0;0;1;0;0;16,803453;9
20/07/2023 02.00;1;0;1;0;0;0;1;0;0;16,803453;9,3
20/07/2023 01.00;1;0;1;0;0;0;1;0;0;16,803453;9,2
20/07/2023 00.00;1;0;1;0;0;0;1;0;0;16,803453;9,5
19/07/2023 23.00;1;0;1;0;0;0;1;0;0;16,855825;0
19/07/2023 22.00;1;0;1;0;0;0;1;0;0;16,855825;0
19/07/2023 21.00;1;0;1;0;0;0;1;0;0;16,855825;0
19/07/2023 20.00;1;0;1;0;0;0;1;0;0;16,855825;0
19/07/2023 19.00;1;0;1;0;0;0;1;0;0;16,855825;0
19/07/2023 18.00;1;0;1;0;0;0;1;0;0;16,855825;0
19/07/2023 17.00;1;0;1;0;0;0;1;0;0;16,855825;0
19/07/2023 16.00;1;0;1;0;0;0;1;0;0;16,855825;0
19/07/2023 15.00;1;0;1;1;0;0;1;0;0;16,855825;0
19/07/2023 14.00;1;0;1;1;0;0;1;0;0;16,855825;0
19/07/2023 13.00;1;0;1;1;0;0;1;0;0;16,855825;0
19/07/2023 12.00;1;0;1;1;0;0;1;0;0;16,855825;0
19/07/2023 11.00;1;0;1;1;0;0;1;0;0;16,855825;0
19/07/2023 10.00;1;0;1;1;0;0;1;0;0;16,855825;0
19/07/2023 09.00;1;0;1;1;0;0;1;0;0;16,855825;0
19/07/2023 08.00;1;0;1;0;0;0;1;0;0;16,855825;13,5
19/07/2023 07.00;1;0;1;0;0;0;1;0;0;16,855825;12,7
19/07/2023 06.00;1;0;1;0;0;0;1;0;0;16,855825;11,2
19/07/2023 05.00;1;0;1;0;0;0;1;0;0;16,855825;10,3
19/07/2023 04.00;1;0;1;0;0;0;1;0;0;16,855825;9,9
19/07/2023 03.00;1;0;1;0;0;0;1;0;0;16,855825;0
19/07/2023 02.00;1;0;1;0;0;0;1;0;0;16,855825;9,7
19/07/2023 01.00;1;0;1;0;0;0;1;0;0;16,855825;9,8
19/07/2023 00.00;1;0;1;0;0;0;1;0;0;16,855825;9,2
18/07/2023 23.00;1;0;1;0;0;0;1;0;0;16,906915;0
18/07/2023 22.00;1;0;1;0;0;0;1;0;0;16,906915;0
18/07/2023 21.00;1;0;1;0;0;0;1;0;0;16,906915;0
18/07/2023 20.00;1;0;1;0;0;0;1;0;0;16,906915;12
18/07/2023 19.00;1;0;1;0;0;0;1;0;0;16,906915;0
18/07/2023 18.00;1;0;1;0;0;0;1;0;0;16,906915;0
18/07/2023 17.00;1;0;1;0;0;0;1;0;0;16,906915;0
18/07/2023 16.00;1;0;1;0;0;0;1;0;0;16,906915;0
18/07/2023 15.00;1;0;1;1;0;0;1;0;0;16,906915;0
18/07/2023 14.00;1;0;1;1;0;0;1;0;0;16,906915;0
18/07/2023 13.00;1;0;1;1;0;0;1;0;0;16,906915;0
18/07/2023 12.00;1;0;1;1;0;0;1;0;0;16,906915;0
18/07/2023 11.00;1;0;1;1;0;0;1;0;0;16,906915;0
18/07/2023 10.00;1;0;1;1;0;0;1;0;0;16,906915;16,1
18/07/2023 09.00;1;0;1;1;0;0;1;0;0;16,906915;15,6
18/07/2023 08.00;1;0;1;0;0;0;1;0;0;16,906915;15
18/07/2023 07.00;1;0;1;0;0;0;1;0;0;16,906915;13,7
18/07/2023 06.00;1;0;1;0;0;0;1;0;0;16,906915;0
18/07/2023 05.00;1;0;1;0;0;0;1;0;0;16,906915;10,1
18/07/2023 04.00;1;0;1;0;0;0;1;0;0;16,906915;9,5
18/07/2023 03.00;1;0;1;0;0;0;1;0;0;16,906915;10,1
18/07/2023 02.00;1;0;1;0;0;0;1;0;0;16,906915;10,5
18/07/2023 01.00;1;0;1;0;0;0;1;0;0;16,906915;0
18/07/2023 00.00;1;0;1;0;0;0;1;0;0;16,906915;11,4
17/07/2023 23.00;1;0;1;0;0;0;1;0;0;16,956678;11,6
17/07/2023 22.00;1;0;1;0;0;0;1;0;0;16,956678;0
17/07/2023 21.00;1;0;1;0;0;0;1;0;0;16,956678;0
17/07/2023 20.00;1;0;1;0;0;0;1;0;0;16,956678;0
17/07/2023 19.00;1;0;1;0;0;0;1;0;0;16,956678;0
17/07/2023 18.00;1;0;1;0;0;0;1;0;0;16,956678;0
17/07/2023 17.00;1;0;1;0;0;0;1;0;0;16,956678;0
17/07/2023 16.00;1;0;1;0;0;0;1;0;0;16,956678;0
17/07/2023 15.00;1;0;1;1;0;0;1;0;0;16,956678;0
17/07/2023 14.00;1;0;1;1;0;0;1;0;0;16,956678;0
17/07/2023 13.00;1;0;1;1;0;0;1;0;0;16,956678;0
17/07/2023 12.00;1;0;1;1;0;0;1;0;0;16,956678;0
17/07/2023 11.00;1;0;1;1;0;0;1;0;0;16,956678;16,5
17/07/2023 10.00;1;0;1;1;0;0;1;0;0;16,956678;0
17/07/2023 09.00;1;0;1;1;0;0;1;0;0;16,956678;0
17/07/2023 08.00;1;0;1;0;0;0;1;0;0;16,956678;16,4
17/07/2023 07.00;1;0;1;0;0;0;1;0;0;16,956678;0
17/07/2023 06.00;1;0;1;0;0;0;1;0;0;16,956678;14,6
17/07/2023 05.00;1;0;1;0;0;0;1;0;0;16,956678;14
17/07/2023 04.00;1;0;1;0;0;0;1;0;0;16,956678;0
17/07/2023 03.00;1;0;1;0;0;0;1;0;0;16,956678;13,6
17/07/2023 02.00;1;0;1;0;0;0;1;0;0;16,956678;13,8
17/07/2023 01.00;1;0;1;0;0;0;1;0;0;16,956678;13,8
17/07/2023 00.00;1;0;1;0;0;0;1;0;0;16,956678;13,6
16/07/2023 23.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 22.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 21.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 20.00;1;1;0;0;0;0;1;0;0;17,005066;14,7
16/07/2023 19.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 18.00;1;1;0;0;0;0;1;0;0;17,005066;15,7
16/07/2023 17.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 16.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 15.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 14.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 13.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 12.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 11.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 10.00;1;1;0;0;0;0;1;0;0;17,005066;17,5
16/07/2023 09.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 08.00;1;1;0;0;0;0;1;0;0;17,005066;15,3
16/07/2023 07.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 06.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 05.00;1;1;0;0;0;0;1;0;0;17,005066;14,3
16/07/2023 04.00;1;1;0;0;0;0;1;0;0;17,005066;14,1
16/07/2023 03.00;1;1;0;0;0;0;1;0;0;17,005066;0
16/07/2023 02.00;1;1;0;0;0;0;1;0;0;17,005066;14,8
16/07/2023 01.00;1;1;0;0;0;0;1;0;0;17,005066;15,2
16/07/2023 00.00;1;1;0;0;0;0;1;0;0;17,005066;14,8
15/07/2023 23.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 22.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 21.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 20.00;1;1;0;0;0;0;1;0;0;17,052031;16,2
15/07/2023 19.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 18.00;1;1;0;0;0;0;1;0;0;17,052031;19,5
15/07/2023 17.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 16.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 15.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 14.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 13.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 12.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 11.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 10.00;1;1;0;0;0;0;1;0;0;17,052031;20
15/07/2023 09.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 08.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 07.00;1;1;0;0;0;0;1;0;0;17,052031;17,3
15/07/2023 06.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 05.00;1;1;0;0;0;0;1;0;0;17,052031;14,8
15/07/2023 04.00;1;1;0;0;0;0;1;0;0;17,052031;14,3
15/07/2023 03.00;1;1;0;0;0;0;1;0;0;17,052031;0
15/07/2023 02.00;1;1;0;0;0;0;1;0;0;17,052031;13,7
15/07/2023 01.00;1;1;0;0;0;0;1;0;0;17,052031;14,1
15/07/2023 00.00;1;1;0;0;0;0;1;0;0;17,052031;14,4
14/07/2023 23.00;1;0;1;0;0;0;1;0;0;17,097527;0
14/07/2023 22.00;1;0;1;0;0;0;1;0;0;17,097527;0
14/07/2023 21.00;1;0;1;0;0;0;1;0;0;17,097527;0
14/07/2023 20.00;1;0;1;0;0;0;1;0;0;17,097527;0
14/07/2023 19.00;1;0;1;0;0;0;1;0;0;17,097527;0
14/07/2023 18.00;1;0;1;0;0;0;1;0;0;17,097527;18,2
14/07/2023 17.00;1;0;1;0;0;0;1;0;0;17,097527;0
14/07/2023 16.00;1;0;1;0;0;0;1;0;0;17,097527;0
14/07/2023 15.00;1;0;1;1;0;0;1;0;0;17,097527;0
14/07/2023 14.00;1;0;1;1;0;0;1;0;0;17,097527;0
14/07/2023 13.00;1;0;1;1;0;0;1;0;0;17,097527;0
14/07/2023 12.00;1;0;1;1;0;0;1;0;0;17,097527;0
14/07/2023 11.00;1;0;1;1;0;0;1;0;0;17,097527;17,5
14/07/2023 10.00;1;0;1;1;0;0;1;0;0;17,097527;0
14/07/2023 09.00;1;0;1;1;0;0;1;0;0;17,097527;0
14/07/2023 08.00;1;0;1;0;0;0;1;0;0;17,097527;0
14/07/2023 07.00;1;0;1;0;0;0;1;0;0;17,097527;14,1
14/07/2023 06.00;1;0;1;0;0;0;1;0;0;17,097527;0
14/07/2023 05.00;1;0;1;0;0;0;1;0;0;17,097527;10,8
14/07/2023 04.00;1;0;1;0;0;0;1;0;0;17,097527;10,2
14/07/2023 03.00;1;0;1;0;0;0;1;0;0;17,097527;10,2
14/07/2023 02.00;1;0;1;0;0;0;1;0;0;17,097527;9,4
14/07/2023 01.00;1;0;1;0;0;0;1;0;0;17,097527;8,6
14/07/2023 00.00;1;0;1;0;0;0;1;0;0;17,097527;9,2
13/07/2023 23.00;1;0;1;0;0;0;1;0;0;17,141507;0
13/07/2023 22.00;1;0;1;0;0;0;1;0;0;17,141507;0
13/07/2023 21.00;1;0;1;0;0;0;1;0;0;17,141507;0
13/07/2023 20.00;1;0;1;0;0;0;1;0;0;17,141507;0
13/07/2023 19.00;1;0;1;0;0;0;1;0;0;17,141507;0
13/07/2023 18.00;1;0;1;0;0;0;1;0;0;17,141507;0
13/07/2023 17.00;1;0;1;0;0;0;1;0;0;17,141507;17
13/07/2023 16.00;1;0;1;0;0;0;1;0;0;17,141507;0
13/07/2023 15.00;1;0;1;1;0;0;1;0;0;17,141507;0
13/07/2023 14.00;1;0;1;1;0;0;1;0;0;17,141507;0
13/07/2023 13.00;1;0;1;1;0;0;1;0;0;17,141507;0
13/07/2023 12.00;1;0;1;1;0;0;1;0;0;17,141507;0
13/07/2023 11.00;1;0;1;1;0;0;1;0;0;17,141507;0
13/07/2023 10.00;1;0;1;1;0;0;1;0;0;17,141507;16,7
13/07/2023 09.00;1;0;1;1;0;0;1;0;0;17,141507;0
13/07/2023 08.00;1;0;1;0;0;0;1;0;0;17,141507;15,2
13/07/2023 07.00;1;0;1;0;0;0;1;0;0;17,141507;0
13/07/2023 06.00;1;0;1;0;0;0;1;0;0;17,141507;0
13/07/2023 05.00;1;0;1;0;0;0;1;0;0;17,141507;12,7
13/07/2023 04.00;1;0;1;0;0;0;1;0;0;17,141507;12,5
13/07/2023 03.00;1;0;1;0;0;0;1;0;0;17,141507;12,3
13/07/2023 02.00;1;0;1;0;0;0;1;0;0;17,141507;0
13/07/2023 01.00;1;0;1;0;0;0;1;0;0;17,141507;11
13/07/2023 00.00;1;0;1;0;0;0;1;0;0;17,141507;11,2
12/07/2023 23.00;1;0;1;0;0;0;1;0;0;17,183922;0
12/07/2023 22.00;1;0;1;0;0;0;1;0;0;17,183922;11,7
12/07/2023 21.00;1;0;1;0;0;0;1;0;0;17,183922;0
12/07/2023 20.00;1;0;1;0;0;0;1;0;0;17,183922;0
12/07/2023 19.00;1;0;1;0;0;0;1;0;0;17,183922;0
12/07/2023 18.00;1;0;1;0;0;0;1;0;0;17,183922;0
12/07/2023 17.00;1;0;1;0;0;0;1;0;0;17,183922;0
12/07/2023 16.00;1;0;1;0;0;0;1;0;0;17,183922;0
